review,review_processed,label_text,source_file,review_rating,vader_compound,textblob_polarity,textblob_subjectivity,text_sentiment,normalized_key,label_source,language_pattern,pattern_type
"Foodpanda is the best app because it's services is awesome and fabulous. Good riders, timing, quality of materials and much more!!Really it's my great experience ever.",foodpanda is the excellent app because it is services is awesome and fabulous good riders timing quality of materials and much more really it is my great experience ever,"foodpanda is the excellent app because it is services is awesome and fabulous. good riders, timing, quality of materials and much more!! really it is my great experience ever.",foodpanda_reviews.csv,5.0,0.9627,0.7802083333333333,0.8083333333333332,positive,"foodpanda is the best app because it's services is awesome and fabulous. good riders, timing, quality of materials and much more!!really it's my great experience ever.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good experience 🤠❤️,good experience cowboy hat face love,good experience cowboy hat face love,foodpanda_reviews.csv,5.0,0.7964,0.6,0.6000000000000001,positive,good experience 🤠❤️,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Always enjoy the rides,always enjoy the rides,always enjoy the rides,grab_reviews.csv,5.0,0.4939,0.4,0.5,positive,always enjoy the rides,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Easy to order food from the hospital bed,easy to order food from the hospital bed,easy to order food from the hospital bed,foodpanda_reviews.csv,5.0,0.4404,0.43333333333333335,0.8333333333333334,positive,easy to order food from the hospital bed,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good deliver food apps,good deliver food apps,good deliver food apps,foodpanda_reviews.csv,5.0,0.4404,0.7,0.6000000000000001,positive,good deliver food apps,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Mudah dan berbaloi 👍,mudah dan berbaloi good,mudah dan berbaloi good,grab_reviews.csv,5.0,0.4404,0.7,0.6000000000000001,positive,mudah dan berbaloi 👍,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Very Convenient, better than hailing a regular taxi who still chooses passengers and destinations especially rush hour or already late, also their meters are fast, some drivers are arrogant and it sucks; whereas grab especially cars are more convenient, safe, fare is fair according to destination and drivers that who owns the car are good and courteous, they treat you with respect and serve your needs, whether it's heavy traffic or not, unlike regular taxis they choose or don't take passengers",very convenie not better than hailing a regular taxi who still chooses passengers and destinations especially rush hour or already late also their meters are fast some drivers are arroga not NOT_and NOT_it NOT_sucks whereas grab especially cars are more convenie not safe fare is fair according to destination and drivers that who owns the car are good and courteous they treat you with respect and serve your needs whether it is heavy traffic or not unlike regular taxis they choose or do not NOT_take NOT_passengers,"very convenie not, better than hailing a regular taxi who still chooses passengers and destinations especially rush hour or already late, also their meters are fast, some drivers are arroga not and it sucks; whereas grab especially cars are more convenie not, safe, fare is fair according to destination and drivers that who owns the car are good and courteous, they treat you with respect and serve your needs, whether it is heavy traffic or not, unlike regular taxis they choose or do not take passengers",grab_reviews.csv,5.0,0.877,0.10666666666666666,0.5635897435897436,positive,"very convenient, better than hailing a regular taxi who still chooses passengers and destinations especially rush hour or already late, also their meters are fast, some drivers are arrogant and it sucks; whereas grab especially cars are more convenient, safe, fare is fair according to destination and drivers that who owns the car are good and courteous, they treat you with respect and serve your needs, whether it's heavy traffic or not, unlike regular taxis they choose or don't take passengers",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Good service...i'm happy,good service i am happy,good service... i am happy,foodpanda_reviews.csv,4.0,0.765,0.75,0.8,positive,good service...i'm happy,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It is the easiest and comfortable way to order food,it is the easiest and comfortable way to order food,it is the easiest and comfortable way to order food,foodpanda_reviews.csv,5.0,0.7269,0.4,0.8,positive,it is the easiest and comfortable way to order food,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
sincere and fair rate,sincere and fair rate,sincere and fair rate,grab_reviews.csv,5.0,0.6124,0.6,0.7,positive,sincere and fair rate,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Bht zbrdast thanks foodpanda,bht zbrdast thanks foodpanda,bht zbrdast thanks foodpanda,foodpanda_reviews.csv,5.0,0.4404,0.2,0.2,positive,bht zbrdast thanks foodpanda,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Perfect. Always delicious, always on time.",perfect always delicious always on time,"perfect. always delicious, always on time.",foodpanda_reviews.csv,5.0,0.8126,1.0,1.0,positive,"perfect. always delicious, always on time.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Been moving from the other one and star using Grab. All the booking always smooth. Excellent !,been moving from the other one and star using grab all the booking always smooth excellent not,been moving from the other one and star using grab. all the booking always smooth. excellent not!,grab_reviews.csv,5.0,0.6114,0.425,0.625,positive,been moving from the other one and star using grab. all the booking always smooth. excellent !,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Cannot leave feedback to a restaurant or rate an order easily,cannot NOT_leave NOT_feedback NOT_to NOT_a restaura not NOT_or NOT_rate NOT_an NOT_order easily,cannot leave feedback to a restaura not or rate an order easily,foodpanda_reviews.csv,1.0,0.3711,0.43333333333333335,0.8333333333333334,positive,cannot leave feedback to a restaurant or rate an order easily,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I like foodpanda more than other similar apps as it offers variety of choices to pick from...,i like foodpanda more than other similar apps as it offers variety of choices to pick from,i like foodpanda more than other similar apps as it offers variety of choices to pick from...,foodpanda_reviews.csv,4.0,0.3612,0.11875,0.31875,positive,i like foodpanda more than other similar apps as it offers variety of choices to pick from...,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Perfectly designed app.,perfectly designed app,perfectly designed app.,foodpanda_reviews.csv,5.0,0.6369,1.0,1.0,positive,perfectly designed app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very useful app....,very useful app,very useful app....,foodpanda_reviews.csv,5.0,0.4927,0.39,0.0,positive,very useful app....,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Not bad yet, all over good 😊",acceptable good yet all over good smiling face with smiling eyes CONTRAST_FOCUS all over good smiling face with smiling eyes CONTRAST_FOCUS all over good smiling face with smiling eyes,all over good smiling face with smiling eyes,foodpanda_reviews.csv,5.0,0.836,0.7,0.6000000000000001,positive,"not bad yet, all over good 😊",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
